,Account ID,Account,Account Description,Account Level 1,Account Level 2,Account Level 3,Account Level 4,Product External ID,Product,Department External ID,Department Description,Operating Unit External ID,Operating Unit,Customer Class External ID,Customer Class,Affiliate External ID,Affiliate,Business Unit External ID,Currency,Amount (Debit),Amount (Credit),Balance,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Amount (FC),Control Account,Consol IFRS Code,WKFS BS Product Code,WKFS PL Product Class,WKFS LKP PL Product,WKFS LKPHK Product,WKFS IFRS9 Type,WKFS Trade Indicator
1312,9020621,9020621 Undrawn commitments : Revolving retail commitments : REVOLVG RETAIL COMM,REVOLVING RETAIL COMMITMENTS,Off balance sheet,9000000 Total contingent liabilities,9020000 Undrawn commitments,9020600 Revolving retail commitments,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,20174405.14,20005303.16,169101.98,20174405.14,20005303.16,169101.98,False,NAA,700202.0,0.0,0.0,0.0,0.0,True
1320,9020622,9020622 Undrawn commitments : Revolving retail commitments : CONTRA - REVOLVG RETAIL COMM,CONTRA - REVOLVING RETAIL COMMITMENTS,Off balance sheet,9000000 Total contingent liabilities,9020000 Undrawn commitments,9020600 Revolving retail commitments,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,20016598.2,20174405.14,-157806.94,20016598.2,20174405.14,-157806.94,False,NAA,900400.0,0.0,0.0,0.0,0.0,False
1327,9030100,9030100 FWD FWD DEP PLACED-SCBHK,FORWARD FORWARD DEPOSIT PLACED-BOUGHT SCBHK,Off balance sheet,9000000 Total contingent liabilities,9030000 Forward forward deposit,9030100 Forward forward deposit,22100.0,20000 Treasury Markets : 22000 Money Market Loans/ Deposits : 22100 Money Market Loans/ Deposits,1398,Project Dragon - Treasury,103,103 Alfresco,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,0.0,400000000.0,-400000000.0,0.0,400000000.0,-400000000.0,False,NBA,100950.0,0.0,0.0,0.0,0.0,False
1329,9030101,9030101 CONTRA-FWD FWD DEP-SCBHK,CONTRA - FORWARD FORWARD DEPOSIT PLACED-BOUGHT SCBHK,Off balance sheet,9000000 Total contingent liabilities,9030000 Forward forward deposit,9030100 Forward forward deposit,22100.0,20000 Treasury Markets : 22000 Money Market Loans/ Deposits : 22100 Money Market Loans/ Deposits,1398,Project Dragon - Treasury,103,103 Alfresco,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,400000000.0,0.0,400000000.0,400000000.0,0.0,400000000.0,False,NBA,100950.0,0.0,0.0,0.0,0.0,False
0,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,758.14,813.85,-55.71,91.07,97.96,-6.89,False,1K,200102.0,0.0,0.0,0.0,4.0,True
1,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,NZD,338.67,5.93,332.74,70.23,1.2,69.03,False,1K,200102.0,0.0,0.0,0.0,4.0,True
4,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,437.6,5.3,432.3,83.03,1.0,82.03,False,1K,200102.0,0.0,0.0,0.0,4.0,True
7,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,CAD,329.66,6.91,322.75,57.09,1.2,55.89,False,1K,200102.0,0.0,0.0,0.0,4.0,True
22,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,3493922272.59,1647678017.71,1846244254.88,3493922272.59,1647678017.71,1846244254.88,False,1K,200102.0,0.0,0.0,0.0,4.0,True
33,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,USD,3665964.16,17595.96,3648368.2,470110.01,2246.88,467863.13,False,1K,200102.0,0.0,0.0,0.0,4.0,True
35,1020101,1020101 Due from banks : Items in course of collection from other banks : NOSTRO ACCOUNT SCBHK,NOSTRO ACCOUNT WITH SCBHK,Balance Sheet,1000000 Total assets,1021000 Due from intragroup,1021100 Due from head office and subsidiaries - non-demand,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,7291.52,0.0,7291.52,771.36,0.0,771.36,False,1K,200102.0,0.0,0.0,0.0,4.0,True
46,1020121,1020121 Due from banks : Items in course of collection from other banks : HKD CLEARING ACCOUNT-ICL,HKD CLEARING ACCOUNT-INTERBANK CLEARING LIMITED,Balance Sheet,1000000 Total assets,1010000 Cash and balances at central banks,1020100 Unrestricted balances with central bank,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,,,460,HKD,30367751163.53,19279.58,30367731883.95,30367751163.53,19279.58,30367731883.95,False,1A,200199.0,0.0,0.0,0.0,4.0,True
51,1020124,1020124 Due from banks : Items in course of collection from other banks : RTGS - FPS A/C,RTGS - FPS ACCOUNT,Balance Sheet,1000000 Total assets,1010000 Cash and balances at central banks,1020100 Unrestricted balances with central bank,,,1063,Project Dragon - Operations,103,103 Alfresco,,,,,460,HKD,2650000000.0,2350000000.0,300000000.0,2650000000.0,2350000000.0,300000000.0,False,1A,200199.0,0.0,0.0,0.0,4.0,True
52,1020124,1020124 Due from banks : Items in course of collection from other banks : RTGS - FPS A/C,RTGS - FPS ACCOUNT,Balance Sheet,1000000 Total assets,1010000 Cash and balances at central banks,1020100 Unrestricted balances with central bank,,,1063,Project Dragon - Operations,105,105 Manual Adjustments,,,,,460,HKD,43064.41,300023010.0,-299979945.59,43064.41,300023010.0,-299979945.59,False,1A,200199.0,0.0,0.0,0.0,4.0,True
63,1030121,1030121 Prepayments and accrued income : Accrued interest receivable : AIR-CARDHOLDER BAL,AIR-CARDHOLDER BALANCE,Balance Sheet,1000000 Total assets,1030000 Prepayments and accrued income,1030100 Accrued interest receivable,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,26726774.9,20174405.14,6552369.76,26726774.9,20174405.14,6552369.76,False,1I,140104.0,0.0,0.0,0.0,4.0,True
109,1050220,1050220 Loans and advances to customers : Gross loans and advances to customers : CARDHOLDER BAL-P,CARDHOLDER BALANCE-PERFORMING,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050200 Gross loans and advances to customers,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,20174405.14,26809064.28,-6634659.14,20174405.14,26809064.28,-6634659.14,False,1DA,410200.0,0.0,0.0,0.0,0.0,True
136,1050345,1050345 ECL S1 PRO-LN TO CU-AMC-CC,ECL S1 PROVISION-LOAN TO CUSTOMER-AMORTISED COSTS-CREDIT CAR,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050300 Credit impairment losses,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,0.0,31468340.7,-31468340.7,0.0,31468340.7,-31468340.7,False,1DA,170102.0,,,,,False
139,1050345,1050345 ECL S1 PRO-LN TO CU-AMC-CC,ECL S1 PROVISION-LOAN TO CUSTOMER-AMORTISED COSTS-CREDIT CAR,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050300 Credit impairment losses,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,301,301 RR Adjustment,,,,,460,HKD,0.0,2060599.58,-2060599.58,0.0,2060599.58,-2060599.58,False,1DA,170102.0,,,,,False
142,1050350,1050350 ECL S2 PRO-LN TO CU-AMC-CC,ECL S2 PROVISION-LOAN TO CUSTOMER-AMORTISED COSTS-CREDITCARD,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050300 Credit impairment losses,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,0.0,29592510.22,-29592510.22,0.0,29592510.22,-29592510.22,False,1DA,170102.0,,,,,False
146,1050350,1050350 ECL S2 PRO-LN TO CU-AMC-CC,ECL S2 PROVISION-LOAN TO CUSTOMER-AMORTISED COSTS-CREDITCARD,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050300 Credit impairment losses,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,301,301 RR Adjustment,,,,,460,HKD,0.0,1353052.02,-1353052.02,0.0,1353052.02,-1353052.02,False,1DA,170102.0,,,,,False
149,1050351,1050351 ECL S3 PRO-LN TO CU-AMC-CC,ECL S3 PROVISION-LOAN TO CUSTOMER-AMORTISED COSTS-CREDITCARD,Balance Sheet,1000000 Total assets,1050000 Loans and advances to customers,1050300 Credit impairment losses,11101.0,10000 Retail Products : 11000 Unsecured Lending : 11100 Credit Cards : 11101 Credit Cards,1393,Project Dragon - Product,105,105 Manual Adjustments,,,,,460,HKD,906829.11,18256906.08,-17350076.97,906829.11,18256906.08,-17350076.97,False,1DA,170102.0,0.0,0.0,0.0,0.0,False
159,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,SGD,547.39,556.09,-8.7,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
162,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,2428.35,2343.07,85.28,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
178,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,5307.17,5526.47,-219.3,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
183,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,USD,2039.25,1773.88,265.37,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
184,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,11159.31,11145.22,14.09,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
189,1060202,1060202 BALANCES WITH SCALE-SCBHK,BALANCES WITH SCALE-SCBHK,Balance Sheet,1000000 Total assets,1060000 Due from intragroup,1060200 Due from head office and subsidiaries - non-demand,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,238.0,238 SCB HONG KONG LIMITED,460,JPY,40521.9,39486.06,1035.84,0.0,0.0,0.0,False,1K,150500.0,0.0,0.0,0.0,0.0,False
266,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,GBP,0.0,7291.52,-7291.52,0.0,771.36,-771.36,False,1J,140801.0,0.0,0.0,0.0,0.0,False
267,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,CAD,45.94,0.0,45.94,7.96,0.0,7.96,False,1J,140801.0,0.0,0.0,0.0,0.0,False
278,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,USD,98.81,16826.45,-16727.64,12.59,2156.62,-2144.03,False,1J,140801.0,0.0,0.0,0.0,0.0,False
279,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,HKD,0.0,5658.25,-5658.25,0.0,5658.25,-5658.25,False,1J,140801.0,0.0,0.0,0.0,0.0,False
280,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,SGD,13.7,0.0,13.7,2.34,0.0,2.34,False,1J,140801.0,0.0,0.0,0.0,0.0,False
301,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1937,Project Dragon - Legal,198,198 PL Sweeping,,,160.0,160 SCB AUSTRALIA BRANCH,460,USD,1394867.31,14888.3,1379979.01,178794.83,1896.58,176898.25,False,1J,140801.0,0.0,0.0,0.0,0.0,False
303,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,NZD,0.0,338.67,-338.67,0.0,70.23,-70.23,False,1J,140801.0,0.0,0.0,0.0,0.0,False
305,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,JPY,0.0,173190.46,-173190.46,0.0,2920928.0,-2920928.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
306,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,EUR,114.37,0.0,114.37,13.72,0.0,13.72,False,1J,140801.0,0.0,0.0,0.0,0.0,False
319,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,EUR,0.0,12918.79,-12918.79,0.0,1549.53,-1549.53,False,1J,140801.0,0.0,0.0,0.0,0.0,False
324,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,CAD,0.0,11198.32,-11198.32,0.0,1940.28,-1940.28,False,1J,140801.0,0.0,0.0,0.0,0.0,False
334,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,EUR,813.85,758.14,55.71,97.96,91.07,6.89,False,1J,140801.0,0.0,0.0,0.0,0.0,False
338,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1939,Project Dragon - CEO / Head office,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,USD,0.0,26739427.37,-26739427.37,0.0,3425685.29,-3425685.29,False,1J,140801.0,0.0,0.0,0.0,0.0,False
340,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,CAD,0.0,329.66,-329.66,0.0,57.09,-57.09,False,1J,140801.0,0.0,0.0,0.0,0.0,False
341,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,GBP,0.0,62955.92,-62955.92,0.0,6683.25,-6683.25,False,1J,140801.0,0.0,0.0,0.0,0.0,False
347,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,NZD,22.49,0.0,22.49,4.54,0.0,4.54,False,1J,140801.0,0.0,0.0,0.0,0.0,False
348,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,AUD,83.83,0.0,83.83,15.74,0.0,15.74,False,1J,140801.0,0.0,0.0,0.0,0.0,False
363,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,USD,0.0,10431.49,-10431.49,0.0,1328.84,-1328.84,False,1J,140801.0,0.0,0.0,0.0,0.0,False
365,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,USD,395.61,0.0,395.61,50.69,0.0,50.69,False,1J,140801.0,0.0,0.0,0.0,0.0,False
366,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,GBP,946.07,0.0,946.07,100.41,0.0,100.41,False,1J,140801.0,0.0,0.0,0.0,0.0,False
367,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,AUD,0.0,22829.17,-22829.17,0.0,4277.36,-4277.36,False,1J,140801.0,0.0,0.0,0.0,0.0,False
369,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1937,Project Dragon - Legal,198,198 PL Sweeping,,,160.0,160 SCB AUSTRALIA BRANCH,460,HKD,14888.3,1401354.04,-1386465.74,14888.3,1401354.04,-1386465.74,False,1J,140801.0,0.0,0.0,0.0,0.0,False
372,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,19587.08,124645.16,-105058.08,19587.08,124645.16,-105058.08,False,1J,140801.0,0.0,0.0,0.0,0.0,False
380,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,AUD,0.0,437.6,-437.6,0.0,83.03,-83.03,False,1J,140801.0,0.0,0.0,0.0,0.0,False
381,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,HKD,300292.67,98.81,300193.86,300292.67,98.81,300193.86,False,1J,140801.0,0.0,0.0,0.0,0.0,False
382,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,12101.0,10000 Retail Products : 12000 Deposits : 12100 Main Account and Sub account : 12101 Retail Main A/C and Sub A/C,1393,Project Dragon - Product,198,198 PL Sweeping,,,,,460,JPY,4159.03,0.0,4159.03,70260.0,0.0,70260.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
383,1100228,1100228 Other assets : Non financial assets : SPOT POSITION,SPOT POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,,,1939,Project Dragon - CEO / Head office,198,198 PL Sweeping,,,238.0,238 SCB HONG KONG LIMITED,460,HKD,26806761.28,0.0,26806761.28,26806761.28,0.0,26806761.28,False,1J,140801.0,0.0,0.0,0.0,0.0,False
402,1100237,1100237 FX CASH POSITION,FX CASH POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,USD,1312.68,0.06,1312.62,0.0,0.0,0.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
410,1100237,1100237 FX CASH POSITION,FX CASH POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,GBP,916.58,8.59,907.99,0.0,0.0,0.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
412,1100237,1100237 FX CASH POSITION,FX CASH POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,JPY,5248.73,8.76,5239.97,0.0,0.0,0.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
417,1100237,1100237 FX CASH POSITION,FX CASH POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,AUD,219.11,1.23,217.88,0.0,0.0,0.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
420,1100237,1100237 FX CASH POSITION,FX CASH POSITION,Balance Sheet,1000000 Total assets,1100000 Other assets,1100200 Non financial assets,31101.0,30000 FX : 31000 Retail FX : 31100 FX Spot : 31101 FX Spot,1393,Project Dragon - Product,199,199 FX Revaluation,,,,,460,EUR,113.67,18.04,95.63,0.0,0.0,0.0,False,1J,140801.0,0.0,0.0,0.0,0.0,False
